name,ra,dec,plate,mjd,fiberID,subclass,u_mag,g_mag,r_mag,i_mag,z_mag
773526538472679424,4.0447354,-1.1809861,687,52518,121,M4,25.3908,23.52276,21.97668,20.52779,19.76712
773542756269189120,4.1758982,-0.31271736,687,52518,180,M0,23.20829,21.50861,20.05754,19.31658,18.9017
773503998484310016,5.1852725,0.049734274,687,52518,39,M3,23.19601,21.40471,20.08957,18.99538,18.41414
803969811104163840,54.343104,-0.97246483,714,52201,281,M4,25.20613,22.54967,21.03717,19.72306,18.99991
803960465255327744,54.717669,-0.85100938,714,52201,247,M2,24.12785,21.78695,20.31968,19.26137,18.73999
803959915499513856,54.824325,-0.90441273,714,52201,245,M2,24.82158,23.24413,21.48605,20.5596,20.03119
803984379633231872,54.382999,1.0541531,714,52201,334,M3,23.39162,23.60369,22.17156,20.78175,19.97289
773554301141280768,3.5824264,-0.32436322,687,52518,222,M3,24.12951,21.28712,19.87446,18.51338,17.71949
609273785555642368,115.45073,32.805178,541,51959,589,M2,24.35774,22.88993,21.10511,20.20675,19.68102
804003346208811008,55.03672,0.93508377,714,52201,403,M3,24.97882,22.97783,21.36051,20.09145,19.37132
804036606435551232,55.704328,0.96188497,714,52201,524,M4,24.33075,24.38881,22.23363,20.52168,19.69902
804050625208805376,56.184129,0.95682808,714,52201,575,M3,24.15142,22.9049,21.0368,19.81142,19.08059
872606551167232000,170.25332,60.479454,775,52295,124,M3,23.56194,21.49239,19.70793,18.36753,17.62085
871576858376824832,165.27417,61.237028,774,52286,474,M2,25.58434,22.42903,21.16956,20.14728,19.97207
871604895923333120,167.58714,62.232071,774,52286,576,M4,24.93226,22.47475,21.13725,20.16236,19.65073
839999708255512576,351.74123,13.384871,746,52238,285,M3,23.71737,22.40108,20.67884,19.46641,18.8311
937944205332867072,140.21736,44.500263,833,52314,253,M2,23.15014,21.81545,20.11979,19.24428,18.5647
937932385582868480,140.59925,44.796928,833,52314,210,M3,25.41869,22.74464,21.15206,19.92329,19.02323
937902149013104640,141.14025,44.847826,833,52314,100,M4,25.09155,22.04166,20.36653,19.21798,18.29664
937911219984033792,141.06943,44.98985,833,52314,133,M4,23.89392,21.96933,20.48512,19.35967,18.42295
937897201210779648,141.108,45.032784,833,52314,82,M2,23.33224,21.80432,20.37834,19.60705,18.82372
937886755850315776,141.25778,44.929673,833,52314,44,M4,25.13151,22.25302,20.98695,19.90639,18.96222
937926613146822656,140.7481,45.294682,833,52314,189,M4,22.48209,21.87039,20.45357,19.22768,18.26163
937920565832869888,141.09514,45.467144,833,52314,167,M3,23.68653,21.8622,20.48071,19.25185,18.71264
937914793396824064,141.21674,45.57354,833,52314,146,M3,25.50387,22.51114,21.01667,19.59925,19.07059
937995607501465600,140.14611,46.051095,833,52314,440,M4,23.4274,21.75413,20.42966,18.99878,18.18726
938001929693325312,140.3547,46.193221,833,52314,463,M4,24.72877,22.30064,21.43119,19.77144,19.149
937936783629379584,140.40492,45.29247,833,52314,226,M4,23.64729,22.32018,20.64712,19.39987,18.62329
937949702891005952,140.15912,45.874826,833,52314,273,M2,22.70889,22.17947,20.66976,19.65416,19.1104
937963446786353152,140.17574,46.641227,833,52314,323,M4,24.39204,21.98789,20.45288,18.83611,17.99812
803987678168115200,54.100618,0.60960843,714,52201,346,M2,24.45608,22.77142,21.13708,20.16897,19.61049
803988502801836032,54.090056,0.51872839,714,52201,349,M4,22.92098,23.08249,21.62868,20.11204,19.32866
804003071330904064,54.861251,0.8466202,714,52201,402,M4,24.15852,23.61471,21.97943,20.50559,20.00576
804022587662297088,55.027432,0.048995647,714,52201,473,M4,25.64272,23.1188,21.55066,20.03904,19.29518
804028360098342912,55.19642,0.17353089,714,52201,494,M4,23.83313,23.08599,21.86814,20.48242,19.88358
804032483266947072,55.521445,0.16072071,714,52201,509,M2,23.97189,22.59949,21.15903,20.21598,19.56566
804055023255316480,55.852565,0.11473256,714,52201,591,M3,23.99828,23.18082,21.39764,20.29656,19.66058
804000872307648512,54.406437,0.44011749,714,52201,394,M3,24.85268,23.04016,21.5244,20.40928,19.70062
804020663516948480,54.963296,0.49663184,714,52201,466,M2,23.95752,22.86397,21.25678,20.36446,19.65627
804027810342529024,55.101161,0.62500677,714,52201,492,M3,23.72206,22.97685,21.47592,20.57943,19.94304
804034407412295680,55.44249,0.51811448,714,52201,516,M3,25.45007,23.78846,22.19618,20.75746,20.01386
804043478383224832,55.64658,0.47771827,714,52201,549,M4,21.89349,21.42094,20.67741,19.35189,18.63454
804045952284387328,55.803917,0.44108136,714,52201,558,M4,25.23811,23.01467,21.66219,20.32924,19.6566
804044852772759552,55.846743,0.6241987,714,52201,554,M4,23.93381,23.72934,21.70095,19.92625,19.05712
804053099109967872,55.860103,0.5049411,714,52201,584,M1,23.61336,22.41685,20.82763,19.92602,19.56494
804053923743688704,55.966601,0.62019331,714,52201,587,M3,24.17486,22.03782,20.77509,19.71328,19.12353
407659912454236160,262.00936,54.366438,362,51999,306,M4,24.84234,21.58002,20.2593,18.87804,18.09981
407736603390273536,265.54014,54.96318,362,51999,585,M3,24.29278,22.21927,20.9058,19.82526,19.24966
407744025093761024,265.81406,55.216139,362,51999,612,M0,22.98354,23.26253,20.08808,19.24985,18.77377
464037925269563392,48.776102,0.88944782,412,52258,608,M3,23.75512,21.52666,20.1396,18.78119,18.08513
488753840892438528,117.39287,43.617753,434,51885,412,M4,25.0567,21.8514,20.29897,19.06515,18.3715
489767865440823296,118.78713,39.608602,435,51882,5,M3,23.1415,21.73802,20.40931,19.32113,18.72763
489770614219892736,118.94381,39.798506,435,51882,15,M4,24.11997,21.46265,20.07383,18.72483,17.91702
489812120783841280,117.92724,39.890386,435,51882,166,M4,23.97288,22.94573,21.35593,20.18285,19.77349
558551940263340032,198.17482,67.172464,496,51988,384,M2,24.24948,22.25005,20.96295,19.94592,19.37684
627129584445319168,149.61518,56.218453,557,52253,12,M3,25.08889,21.63679,20.18695,18.94536,18.32257
693666258893170688,234.91035,55.175941,616,52442,407,M4,23.31627,21.65083,20.20729,18.85513,18.181
725154618132162560,327.27925,-8.5693032,644,52173,273,M3,23.43911,21.83582,20.4494,19.07998,18.31345
758880488516511744,339.66403,-0.95348029,674,52201,87,M3,24.7782,22.86434,21.53343,20.264,19.69396
758861521940932608,339.99113,-0.94956885,674,52201,18,M4,24.35805,23.63101,21.98888,20.43724,19.41442
758880763394418688,339.50195,-1.1770554,674,52201,88,M3,24.11164,22.65189,21.3129,20.34328,19.68265
758874441202558976,340.02291,-0.7486774,674,52201,65,M4,23.22521,22.60056,21.19851,19.81199,18.98844
757884055449528320,337.59721,0.00067829236,673,52162,558,M4,23.95549,21.92714,20.56582,19.15817,18.437
757904671292549120,338.29723,0.010607686,673,52162,633,M3,22.66284,22.94025,21.18801,20.08723,19.53396
757906045682083840,338.48207,0.094292103,673,52162,638,M3,23.23,25.11443,24.80207,19.2768,18.88689
757859591315810304,336.75558,0.43414211,673,52162,469,M1,23.66232,22.51124,21.1923,20.44319,20.09667
757891477153015808,338.09267,0.4475215,673,52162,585,M4,23.20937,23.36118,21.89399,20.64947,19.90383
757842274007672832,337.02499,0.94199587,673,52162,406,M4,24.58683,23.53444,21.89622,20.60729,19.85541
757828530112325632,336.465,-0.019089217,673,52162,356,M3,23.90393,22.98292,21.10563,19.91404,19.3184
757826605966977024,336.47645,-0.035108397,673,52162,349,M1,24.12862,22.13346,20.49888,19.51291,18.99722
757840624740231168,336.5141,-0.059041498,673,52162,400,M4,23.93331,21.43774,19.92229,18.43475,17.59503
757848321321625600,336.72581,0.36904397,673,52162,428,M1,24.33922,22.65368,21.31501,20.51923,20.15975
757872785455343616,337.34737,0.29003375,673,52162,517,M2,24.54697,22.87618,21.58461,20.56003,19.90136
757890377641388032,338.23931,0.41328197,673,52162,581,M3,23.52665,22.96673,21.52882,20.24178,19.44401
757878557891389440,337.79499,0.65198513,673,52162,538,M3,24.81927,23.15601,21.76798,20.62633,20.06543
757841174496045056,337.0122,1.1477034,673,52162,402,M3,25.07499,23.01238,21.96923,20.61559,19.79944
757888178618132480,337.93471,0.99743686,673,52162,573,M3,22.21167,21.72512,21.10047,19.95995,19.50774
757897799344875520,338.1645,1.0327954,673,52162,608,M2,24.56946,21.52963,20.00403,18.87627,18.23498
758867844132792320,339.86758,-1.2724188,674,52201,41,M4,24.51879,22.84697,21.16433,19.83424,18.9983
824195877588461568,325.81588,10.876458,732,52221,135,M3,23.3987,22.25929,20.89771,19.6982,19.1658
824227213669853184,324.70388,10.996876,732,52221,249,M0,23.43103,21.81635,20.53238,19.78543,19.6118
824218142698924032,324.82157,11.525083,732,52221,216,M2,24.08154,22.14359,20.93066,19.70022,18.91685
824258274873337856,324.78838,12.371839,732,52221,362,M4,24.31857,22.62721,21.18074,19.74554,19.10894
824322871181469696,325.88511,12.487374,732,52221,597,M2,23.8636,21.71867,20.33691,19.56939,20.5281
824275867059382272,325.24017,12.864331,732,52221,426,M3,23.65367,22.18789,21.03435,19.87619,19.63765
854708700202428416,123.55584,40.44836,759,52254,548,M2,25.26375,23.3046,21.37773,20.20686,19.54659
951388210007664640,188.88696,3.9177244,845,52381,10,M2,24.2255,23.07753,20.83621,19.76381,19.04006
916512526848518144,244.80787,44.44664,814,52443,109,M3,24.80652,22.18801,20.43896,18.99957,18.14725
886150610695514112,208.76006,59.446877,787,52320,245,M2,23.22004,21.55494,20.11691,19.04281,18.4979
886183046288533504,208.96798,61.485835,787,52320,363,M4,22.79727,21.20053,19.68934,18.14918,17.34058
916531218546190336,243.91563,44.778654,814,52443,177,M4,23.70047,22.70431,21.10956,19.66559,19.02475
824205223437297664,325.02427,11.238427,732,52221,169,M3,25.17566,22.74298,21.35588,20.44092,19.61416
824217867821017088,325.00418,11.250869,732,52221,215,M4,24.77582,22.84001,21.43801,19.89064,19.13343
824261023652407296,324.64132,11.739973,732,52221,372,M4,23.69507,21.47297,19.94951,18.41011,17.50708
824294009001240576,325.50092,11.899361,732,52221,492,M0,23.22628,22.45633,21.10882,20.35109,20.03722
824325894838446080,326.74908,12.08244,732,52221,608,M1,24.3005,22.46417,21.2186,20.16471,19.62726
824316823867516928,326.1499,12.287908,732,52221,575,M3,24.16747,21.5312,20.15441,18.85085,18.20565
824279440472172544,325.21742,12.547058,732,52221,439,M4,24.81764,23.16384,21.7491,20.2375,19.39258
824310501675657216,325.62697,12.557697,732,52221,552,M3,24.09337,25.11425,20.63558,24.36157,18.85895
795058544205391872,40.90686,-0.0081457717,706,52199,630,M2,24.91343,23.2361,21.78753,20.57081,20.18237
796058824539662336,41.675168,-0.11723628,707,52177,173,M2,21.93153,21.02307,20.38435,19.66487,19.17783
758892033388603392,339.42474,-1.2283269,674,52201,129,M3,25.71837,22.50128,21.12395,20.14627,19.61376
796045355522222080,41.864832,-1.2494287,707,52177,124,M3,21.76475,21.10751,20.33647,19.33061,18.60673
796022815533852672,42.28096,-1.0731608,707,52177,42,M4,25.27112,22.18456,20.62665,19.09319,18.27634
758895331923486720,339.54823,-0.57393819,674,52201,141,M4,25.37687,21.72599,20.17066,18.76408,17.91734
758899455092090880,339.39546,-0.018705198,674,52201,156,M4,23.87567,23.36708,21.83451,20.31702,19.45003
796057175272220672,41.636202,-0.22791398,707,52177,167,M1,25.04786,22.81883,21.36052,20.2451,19.80518
796022265778038784,42.899731,-0.27887004,707,52177,40,M2,24.48758,22.56485,21.05189,19.85936,19.20163
